,Race,Sex,Region,State,Race Victim,Sex Victim,Race2,Race3,Race4,Victim
860,Other,Male,South,Texas,Asian,Male,Other,Other Male,Asian Male,1
861,Other,Male,West,California,White,Female,White,White Female,White Female,1
862,Other,Male,West,California,White,Female,White,White Female,White Female,1
863,Other,Male,West,California,White,Female,White,White Female,White Female,1
864,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
865,White,Male,West,Arizona,White,Male,White,White Male,White Male,1
866,White,Male,South,Texas,White,Female,White,White Female,White Female,1
867,Other,Male,South,Virginia,Latino,Male,Other,Other Male,Latino Male,1
868,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
869,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
870,Other,Male,South,Alabama,White,Male,White,White Male,White Male,1
871,White,Male,South,Tennessee,White,Female,White,White Female,White Female,1
872,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
873,White,Female,South,Arkansas,White,Male,White,White Male,White Male,1
874,White,Female,South,Arkansas,White,Female,White,White Female,White Female,1
875,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
876,White,Male,South,Texas,White,Female,White,White Female,White Female,1
877,White,Male,South,Texas,White,Male,White,White Male,White Male,1
878,White,Male,South,Texas,White,Female,White,White Female,White Female,1
879,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
880,White,Male,South,Texas,White,Male,White,White Male,White Male,1
881,Other,Male,South,Oklahoma,Black,Male,Other,Other Male,Black Male,1
882,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
883,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
884,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
885,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
886,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
887,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
888,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
889,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
890,Other,Male,South,Alabama,White,Female,White,White Female,White Female,1
891,Other,Male,South,Alabama,White,Female,White,White Female,White Female,1
892,Other,Male,South,Louisiana,White,Female,White,White Female,White Female,1
893,Other,Male,South,Florida,Black,Male,Other,Other Male,Black Male,1
894,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
895,White,Male,South,Texas,White,Female,White,White Female,White Female,1
896,White,Male,South,Texas,White,Female,White,White Female,White Female,1
897,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
898,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
899,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
900,White,Male,South,Florida,White,Male,White,White Male,White Male,1
901,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
902,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
903,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
904,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
905,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
906,White,Male,South,Virginia,Asian,Male,Other,Other Male,Asian Male,1
907,White,Male,South,Virginia,Asian,Male,Other,Other Male,Asian Male,1
908,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
909,White,Male,South,Texas,White,Female,White,White Female,White Female,1
910,White,Male,South,Texas,White,Female,White,White Female,White Female,1
911,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
912,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
913,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
914,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
915,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
916,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
917,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
918,White,Male,South,Texas,White,Female,White,White Female,White Female,1
919,White,Male,South,Texas,White,Female,White,White Female,White Female,1
920,White,Male,South,Texas,White,Female,White,White Female,White Female,1
921,White,Male,South,Florida,White,Female,White,White Female,White Female,1
922,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
923,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
924,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
925,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
926,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
927,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
928,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
929,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
930,Other,Male,Midwest,Missouri,Black,Male,Other,Other Male,Black Male,1
931,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
932,White,Male,South,Texas,White,Female,White,White Female,White Female,1
933,Other,Male,South,Virginia,Other Race,Male,Other,Other Male,Other Race Male,1
934,White,Male,South,Texas,White,Female,White,White Female,White Female,1
935,Other,Male,South,South Carolina,White,Male,White,White Male,White Male,1
936,White,Male,West,Arizona,White,Female,White,White Female,White Female,1
937,Other,Male,South,North Carolina,White,Female,White,White Female,White Female,1
938,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
939,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
940,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
941,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
942,Other,Male,South,Delaware,Black,Male,Other,Other Male,Black Male,1
943,Other,Male,South,Delaware,Black,Female,Other,Other Female,Black Female,1
944,White,Male,South,Texas,White,Female,White,White Female,White Female,1
945,White,Male,South,Texas,White,Male,White,White Male,White Male,1
946,Other,Male,South,Virginia,Black,Female,Other,Other Female,Black Female,1
947,Other,Male,South,Florida,White,Male,White,White Male,White Male,1
948,White,Male,South,Texas,White,Male,White,White Male,White Male,1
949,Other,Male,South,Arkansas,Black,Male,Other,Other Male,Black Male,1
950,White,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
951,Other,Male,South,Oklahoma,Black,Male,Other,Other Male,Black Male,1
952,White,Male,South,Florida,White,Female,White,White Female,White Female,1
953,Other,Female,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
954,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
955,White,Male,South,Texas,White,Male,White,White Male,White Male,1
956,Other,Male,South,Oklahoma,Latino,Male,Other,Other Male,Latino Male,1
957,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
958,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
959,White,Male,South,Oklahoma,Asian,Male,Other,Other Male,Asian Male,1
960,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
961,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
962,White,Male,South,Oklahoma,Asian,Male,Other,Other Male,Asian Male,1
963,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
964,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
965,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
966,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
967,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
968,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
969,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
970,White,Male,South,Texas,White,Female,White,White Female,White Female,1
971,Other,Male,South,North Carolina,Black,Female,Other,Other Female,Black Female,1
972,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
973,White,Male,West,California,White,Male,White,White Male,White Male,1
974,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
975,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
976,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
977,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
978,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
979,White,Male,South,Texas,White,Male,White,White Male,White Male,1
980,White,Male,South,Texas,White,Female,White,White Female,White Female,1
981,White,Male,West,Nevada,White,Male,White,White Male,White Male,1
982,Other,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
983,Other,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
984,Other,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
985,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
986,White,Male,South,Delaware,White,Female,White,White Female,White Female,1
987,White,Female,South,Oklahoma,White,Male,White,White Male,White Male,1
988,White,Male,South,Arkansas,White,Male,White,White Male,White Male,1
989,White,Male,South,Arkansas,White,Female,White,White Female,White Female,1
990,White,Male,South,Arkansas,White,Female,White,White Female,White Female,1
991,White,Male,South,Arkansas,White,Female,White,White Female,White Female,1
992,White,Male,South,Arkansas,White,Female,White,White Female,White Female,1
993,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
994,Other,Male,Midwest,Missouri,Black,Male,Other,Other Male,Black Male,1
995,Other,Male,South,Delaware,Black,Male,Other,Other Male,Black Male,1
996,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
997,White,Male,Federal,Federal,White,Male,White,White Male,White Male,1
998,White,Male,Federal,Federal,White,Male,White,White Male,White Male,1
999,White,Male,Federal,Federal,White,Male,White,White Male,White Male,1
1000,White,Male,Federal,Federal,White,Male,White,White Male,White Male,1
1001,White,Male,Federal,Federal,White,Male,White,White Male,White Male,1
1002,White,Male,Federal,Federal,White,Male,White,White Male,White Male,1
1003,White,Male,Federal,Federal,White,Male,White,White Male,White Male,1
1004,White,Male,Federal,Federal,White,Female,White,White Female,White Female,1
1005,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1006,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1007,Other,Male,Federal,Federal,Latino,Male,Other,Other Male,Latino Male,1
1008,Other,Male,Federal,Federal,Latino,Male,Other,Other Male,Latino Male,1
1009,Other,Male,Federal,Federal,Latino,Male,Other,Other Male,Latino Male,1
1010,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1011,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1012,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1013,Other,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1014,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1015,Other,Male,South,Oklahoma,Native American,Female,Other,Other Female,Native American Female,1
1016,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1017,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1018,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1019,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1020,White,Male,West,Washington,White,Female,White,White Female,White Female,1
1021,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1022,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1023,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1024,White,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1025,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1026,Other,Male,South,North Carolina,Black,Female,Other,Other Female,Black Female,1
1027,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1028,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1029,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1030,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1031,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1032,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1033,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1034,Other,Male,South,Georgia,White,Male,White,White Male,White Male,1
1035,White,Male,West,New Mexico,White,Female,White,White Female,White Female,1
1036,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1037,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1038,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1039,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1040,White,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1041,White,Female,South,Oklahoma,White,Female,White,White Female,White Female,1
1042,Other,Male,South,Oklahoma,Other Race,Male,Other,Other Male,Other Race Male,1
1043,Other,Male,South,Oklahoma,Other Race,Female,Other,Other Female,Other Race Female,1
1044,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1045,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1046,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1047,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1048,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1049,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1050,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1051,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1052,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1053,White,Male,West,California,White,Female,White,White Female,White Female,1
1054,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1055,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1056,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1057,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1058,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1059,Other,Male,Midwest,Missouri,Black,Male,Other,Other Male,Black Male,1
1060,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1061,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1062,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1063,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1064,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1065,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1066,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1067,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1068,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1069,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1070,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1071,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1072,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1073,Other,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1074,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1075,White,Male,South,South Carolina,Black,Male,Other,Other Male,Black Male,1
1076,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1077,White,Female,South,Alabama,White,Male,White,White Male,White Male,1
1078,White,Male,South,Louisiana,White,Female,White,White Female,White Female,1
1079,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1080,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1081,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1082,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1083,Other,Male,South,Virginia,White,Male,White,White Male,White Male,1
1084,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1085,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1086,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1087,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1088,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1089,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1090,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1091,White,Male,South,Mississippi,White,Male,White,White Male,White Male,1
1092,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1093,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1094,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1095,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1096,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1097,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1098,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1099,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1100,Other,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1101,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1102,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1103,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1104,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1105,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1106,White,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1107,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1108,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1109,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1110,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1111,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1112,Other,Male,South,Texas,Black,Male,Other,Other Male,Black Male,1
1113,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1114,Other,Male,South,Florida,Latino,Female,Other,Other Female,Latino Female,1
1115,White,Female,South,Florida,White,Male,White,White Male,White Male,1
1116,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1117,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1118,Other,Male,South,Virginia,White,Male,White,White Male,White Male,1
1119,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1120,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1121,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1122,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1123,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1124,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1125,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1126,Other,Male,South,Florida,Black,Female,Other,Other Female,Black Female,1
1127,Other,Male,South,North Carolina,White,Female,White,White Female,White Female,1
1128,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1129,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1130,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1131,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1132,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1133,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1134,White,Male,South,Mississippi,White,Female,White,White Female,White Female,1
1135,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1136,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1137,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1138,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1139,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1140,Other,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1141,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1142,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1143,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1144,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1145,White,Male,South,Oklahoma,Latino,Male,Other,Other Male,Latino Male,1
1146,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1147,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1148,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1149,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1150,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1151,Other,Male,South,Texas,Latino,Female,Other,Other Female,Latino Female,1
1152,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1153,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1154,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1155,Other,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1156,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1157,Other,Male,South,Florida,White,Female,White,White Female,White Female,1
1158,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1159,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1160,Other,Male,Federal,Federal,White,Female,White,White Female,White Female,1
1161,Other,Male,South,Oklahoma,Black,Male,Other,Other Male,Black Male,1
1162,Other,Male,South,Texas,Other Race,Male,Other,Other Male,Other Race Male,1
1163,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1164,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1165,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1166,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1167,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1168,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1169,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1170,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1171,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1172,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1173,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1174,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1175,Other,Male,South,Texas,Latino,Male,Other,Other Male,Latino Male,1
1176,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1177,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1178,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1179,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1180,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1181,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1182,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1183,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1184,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1185,White,Male,South,Georgia,White,Male,White,White Male,White Male,1
1186,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1187,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1188,White,Male,South,Florida,White,Male,White,White Male,White Male,1
1189,White,Male,South,Florida,White,Male,White,White Male,White Male,1
1190,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1191,White,Male,South,Florida,White,Female,White,White Female,White Female,1
1192,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1193,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1194,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1195,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1196,White,Male,Midwest,Indiana,White,Male,White,White Male,White Male,1
1197,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1198,White,Male,Midwest,Indiana,White,Female,White,White Female,White Female,1
1199,Other,Male,Midwest,Ohio,Black,Male,Other,Other Male,Black Male,1
1200,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1201,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1202,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1203,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1204,Other,Male,South,Arkansas,Black,Male,Other,Other Male,Black Male,1
1205,Other,Male,South,Arkansas,Black,Male,Other,Other Male,Black Male,1
1206,Other,Male,South,Arkansas,Black,Male,Other,Other Male,Black Male,1
1207,Other,Male,South,Oklahoma,Black,Male,Other,Other Male,Black Male,1
1208,Other,Male,South,Oklahoma,Black,Male,Other,Other Male,Black Male,1
1209,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1210,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1211,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1212,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1213,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1214,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1215,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1216,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1217,White,Male,South,Alabama,White,Male,White,White Male,White Male,1
1218,White,Male,South,Alabama,White,Female,White,White Female,White Female,1
1219,Other,Male,South,North Carolina,Black,Male,Other,Other Male,Black Male,1
1220,White,Male,South,Florida,White,Male,White,White Male,White Male,1
1221,White,Male,South,Florida,White,Male,White,White Male,White Male,1
1222,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1223,White,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1224,Other,Male,South,North Carolina,Native American,Male,Other,Other Male,Native American Male,1
1225,Other,Male,South,North Carolina,Native American,Male,Other,Other Male,Native American Male,1
1226,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1227,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1228,White,Male,Midwest,Missouri,White,Male,White,White Male,White Male,1
1229,White,Male,Midwest,Missouri,White,Female,White,White Female,White Female,1
1230,White,Male,South,Georgia,White,Female,White,White Female,White Female,1
1231,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1232,Other,Male,South,North Carolina,Black,Female,Other,Other Female,Black Female,1
1233,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1234,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1235,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1236,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1237,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1238,Other,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1239,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1240,Other,Male,South,Arkansas,White,Female,White,White Female,White Female,1
1241,White,Male,South,North Carolina,White,Male,White,White Male,White Male,1
1242,Other,Male,South,Oklahoma,Black,Female,Other,Other Female,Black Female,1
1243,Other,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1244,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1245,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1246,White,Male,South,Texas,White,Male,White,White Male,White Male,1
1247,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1248,Other,Male,South,Florida,White,Female,White,White Female,White Female,1
1249,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1250,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1251,Other,Male,South,Texas,Black,Female,Other,Other Female,Black Female,1
1252,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1253,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1254,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
1255,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1256,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1257,White,Male,South,Texas,White,Female,White,White Female,White Female,1
1258,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1259,White,Male,South,Oklahoma,White,Male,White,White Male,White Male,1
1260,White,Male,South,Virginia,White,Female,White,White Female,White Female,1
1261,White,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1262,Other,Male,South,Oklahoma,Asian,Male,Other,Other Male,Asian Male,1
1263,White,Male,West,Nevada,White,Male,White,White Male,White Male,1
1264,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1265,White,Male,Midwest,Ohio,White,Female,White,White Female,White Female,1
1266,White,Male,South,Virginia,White,Male,White,White Male,White Male,1
1267,White,Male,South,South Carolina,White,Male,White,White Male,White Male,1
1268,White,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1269,Other,Male,South,Texas,White,Male,White,White Male,White Male,1
1270,Other,Male,South,Texas,White,Female,White,White Female,White Female,1
1271,White,Male,South,Florida,White,Male,White,White Male,White Male,1
1272,White,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1273,White,Male,South,South Carolina,White,Female,White,White Female,White Female,1
1274,White,Male,Midwest,Ohio,White,Male,White,White Male,White Male,1
1275,White,Male,South,Oklahoma,White,Female,White,White Female,White Female,1
